TotalCases,CaseGrowthRate,TotalDeaths,DeathGrowthRate,ActiveCases,ActiveCasesChange,NewCases,NewDeaths,SeriousAndCritical,SeriousAndCriticalChange,LastUpdated
6,0,0,0,5,0,3,0,0,0,03/01/2020 22:10:38 +00:00
6,1,0,0,5,1,0,0,0,0,03/02/2020 23:50:25 +00:00
7,1.1667,0,0,6,1.2,0,0,0,0,03/03/2020 23:00:01 +00:00
12,1.7143,0,0,11,1.8333,5,0,0,0,03/05/2020 15:52:19 +00:00
15,1.25,0,0,14,1.2727,3,0,0,0,03/06/2020 14:39:12 +00:00
