TotalCases,CaseGrowthRate,TotalDeaths,DeathGrowthRate,ActiveCases,ActiveCasesChange,NewCases,NewDeaths,SeriousAndCritical,SeriousAndCriticalChange,LastUpdated
24,0,0,0,23,0,5,0,0,0,03/01/2020 22:10:38 +00:00
24,1,0,0,23,1,0,0,0,0,03/02/2020 23:50:25 +00:00
58,2.4167,0,0,56,2.4348,28,0,0,0,03/03/2020 23:00:01 +00:00
114,1.9655,1,0,110,1.9643,21,1,0,0,03/05/2020 15:52:19 +00:00
214,1.8772,1,1,210,1.9091,94,0,0,0,03/06/2020 14:39:12 +00:00
