TotalCases,CaseGrowthRate,TotalDeaths,DeathGrowthRate,ActiveCases,ActiveCasesChange,NewCases,NewDeaths,SeriousAndCritical,SeriousAndCriticalChange,LastUpdated
10,0,0,0,10,0,3,0,0,0,03/01/2020 22:10:38 +00:00
13,1.3,0,0,13,1.3,3,0,0,0,03/02/2020 23:50:25 +00:00
13,1,0,0,13,1,0,0,0,0,03/03/2020 23:00:01 +00:00
16,1.2308,0,0,16,1.2308,1,0,1,0,03/05/2020 15:52:19 +00:00
16,1,0,0,16,1,0,0,1,1,03/06/2020 14:39:12 +00:00
28,1.75,0,0,27,1.6875,6,0,3,3,03/07/2020 17:47:44 +00:00
