TotalCases,CaseGrowthRate,TotalDeaths,DeathGrowthRate,ActiveCases,ActiveCasesChange,NewCases,NewDeaths,SeriousAndCritical,SeriousAndCriticalChange,LastUpdated
40,0,1,0,27,0,1,0,1,0,03/01/2020 22:10:38 +00:00
41,1.025,1,1,28,1.037,1,0,1,1,03/02/2020 23:50:25 +00:00
42,1.0244,1,1,29,1.0357,1,0,1,1,03/03/2020 23:00:01 +00:00
44,1.0476,1,1,31,1.069,2,0,0,0,03/05/2020 15:52:19 +00:00
44,1,1,1,28,0.9032,0,0,0,0,03/06/2020 14:39:12 +00:00
