TotalCases,CaseGrowthRate,TotalDeaths,DeathGrowthRate,ActiveCases,ActiveCasesChange,NewCases,NewDeaths,SeriousAndCritical,SeriousAndCriticalChange,LastUpdated
256,0,6,0,218,0,15,1,19,0,03/01/2020 22:10:38 +00:00
274,1.0703,6,1,226,1.0367,18,0,19,1,03/02/2020 23:50:25 +00:00
293,1.0693,6,1,244,1.0796,19,0,23,1.2105,03/03/2020 23:00:01 +00:00
361,1.2321,6,1,312,1.2787,30,0,29,1.2609,03/05/2020 15:52:19 +00:00
381,1.0554,6,1,329,1.0545,17,0,34,1.1724,03/06/2020 14:39:12 +00:00
