TotalCases,CaseGrowthRate,TotalDeaths,DeathGrowthRate,ActiveCases,ActiveCasesChange,NewCases,NewDeaths,SeriousAndCritical,SeriousAndCriticalChange,LastUpdated
3,0,0,0,3,0,0,0,0,0,03/01/2020 22:10:38 +00:00
4,1.3333,0,0,4,1.3333,0,0,0,0,03/02/2020 23:50:25 +00:00
10,2.5,0,0,10,2.5,6,0,0,0,03/03/2020 23:00:01 +00:00
15,1.5,0,0,15,1.5,0,0,0,0,03/05/2020 15:52:19 +00:00
23,1.5333,0,0,22,1.4667,3,0,0,0,03/06/2020 14:39:12 +00:00
27,1.1739,0,0,26,1.1818,6,0,0,0,03/07/2020 17:47:44 +00:00
