Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,NewCases,NewDeaths,SeriousAndCritical,LastUpdated
Macao,10,-2147483648,6,4,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Israel,10,-2147483648,1,9,3,,-2147483648,2020-03-01T21:57:11.7101440Z
Lebanon,10,-2147483648,-2147483648,10,3,,-2147483648,2020-03-01T21:57:11.7101440Z
Netherlands,10,-2147483648,-2147483648,10,3,,1,2020-03-01T21:57:11.7101440Z
Croatia,7,-2147483648,-2147483648,7,1,,-2147483648,2020-03-01T21:57:11.7101440Z
Greece,7,-2147483648,-2147483648,7,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Finland,6,-2147483648,1,5,3,,-2147483648,2020-03-01T21:57:11.7101440Z
Oman,6,-2147483648,1,5,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Mexico,5,-2147483648,-2147483648,5,1,,-2147483648,2020-03-01T21:57:11.7101440Z
Pakistan,4,-2147483648,-2147483648,4,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Philippines,3,1,2,0,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Azerbaijan,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Czechia,3,-2147483648,-2147483648,3,3,,-2147483648,2020-03-01T21:57:11.7101440Z
Denmark,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Georgia,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Iceland,3,-2147483648,-2147483648,3,2,,-2147483648,2020-03-01T21:57:11.7101440Z
India,3,-2147483648,3,0,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Qatar,3,-2147483648,-2147483648,3,2,,-2147483648,2020-03-01T21:57:11.7101440Z
Romania,3,-2147483648,1,2,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Algeria,2,-2147483648,-2147483648,2,1,,-2147483648,2020-03-01T21:57:11.7101440Z
Belgium,2,-2147483648,1,1,1,,-2147483648,2020-03-01T21:57:11.7101440Z
Brazil,2,-2147483648,-2147483648,2,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Russia,2,-2147483648,2,0,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Afghanistan,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Armenia,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-01T21:57:11.7101440Z
Belarus,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Cambodia,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Dominican Republic,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-01T21:57:11.7101440Z
Ecuador,1,-2147483648,-2147483648,1,-2147483648,,1,2020-03-01T21:57:11.7101440Z
Egypt,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Estonia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Ireland,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Lithuania,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Luxembourg,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
North Macedonia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Monaco,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Nepal,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
New Zealand,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Nigeria,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
San Marino,1,-2147483648,-2147483648,1,-2147483648,,1,2020-03-01T21:57:11.7101440Z
Sri Lanka,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-01T21:57:11.7101440Z
Total:,88361,3001,42728,42632,2321,59,7607,2020-03-01T21:57:11.7101440Z
