Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,NewCases,NewDeaths,SeriousAndCritical,LastUpdated
Cambodia,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-06T14:39:12.6878040Z
Jordan,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T14:39:12.6878040Z
Latvia,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-06T14:39:12.6878040Z
Lithuania,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T14:39:12.6878040Z
North Macedonia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T14:39:12.6878040Z
Monaco,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T14:39:12.6878040Z
Nepal,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-06T14:39:12.6878040Z
Nigeria,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T14:39:12.6878040Z
Sri Lanka,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-06T14:39:12.6878040Z
Tunisia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T14:39:12.6878040Z
Ukraine,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T14:39:12.6878040Z
Bhutan,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-06T14:39:12.6878040Z
Cameroon,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-06T14:39:12.6878040Z
Costa Rica,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T14:39:12.6878040Z
Gibraltar,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T14:39:12.6878040Z
Vatican City,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-06T14:39:12.6878040Z
Liechtenstein,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T14:39:12.6878040Z
Peru,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-06T14:39:12.6878040Z
Poland,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T14:39:12.6878040Z
Serbia,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-06T14:39:12.6878040Z
Slovakia,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-06T14:39:12.6878040Z
South Africa,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T14:39:12.6878040Z
Total:,100679,3412,55989,41278,2405,55,6286,2020-03-06T14:39:12.6878040Z
