Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,NewCases,NewDeaths,SeriousAndCritical,LastUpdated
Ecuador,13,-2147483648,-2147483648,13,3,,1,2020-03-05T15:52:19.9101060Z
Czechia,12,-2147483648,-2147483648,12,4,,-2147483648,2020-03-05T15:52:19.9101060Z
Finland,12,-2147483648,1,11,5,,-2147483648,2020-03-05T15:52:19.9101060Z
Macao,10,-2147483648,9,1,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Croatia,10,-2147483648,-2147483648,10,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Portugal,8,-2147483648,-2147483648,8,2,,-2147483648,2020-03-05T15:52:19.9101060Z
Qatar,8,-2147483648,-2147483648,8,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Azerbaijan,6,-2147483648,-2147483648,6,3,,-2147483648,2020-03-05T15:52:19.9101060Z
Belarus,6,-2147483648,-2147483648,6,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Ireland,6,-2147483648,-2147483648,6,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Mexico,6,-2147483648,1,5,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Romania,6,-2147483648,1,5,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Pakistan,5,-2147483648,-2147483648,5,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Saudi Arabia,5,-2147483648,-2147483648,5,3,,-2147483648,2020-03-05T15:52:19.9101060Z
Brazil,4,-2147483648,-2147483648,4,1,,-2147483648,2020-03-05T15:52:19.9101060Z
Georgia,4,-2147483648,-2147483648,4,1,,1,2020-03-05T15:52:19.9101060Z
Russia,4,-2147483648,2,2,1,,-2147483648,2020-03-05T15:52:19.9101060Z
Senegal,4,-2147483648,-2147483648,4,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Palestine,4,-2147483648,-2147483648,4,4,,-2147483648,2020-03-05T15:52:19.9101060Z
Philippines,3,1,2,0,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Egypt,3,-2147483648,1,2,1,,-2147483648,2020-03-05T15:52:19.9101060Z
Estonia,3,-2147483648,-2147483648,3,1,,-2147483648,2020-03-05T15:52:19.9101060Z
New Zealand,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Chile,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Indonesia,2,-2147483648,-2147483648,2,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Morocco,2,-2147483648,-2147483648,2,1,,-2147483648,2020-03-05T15:52:19.9101060Z
Bosnia and Herzegovina,2,-2147483648,-2147483648,2,2,,-2147483648,2020-03-05T15:52:19.9101060Z
Hungary,2,-2147483648,-2147483648,2,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Slovenia,2,-2147483648,-2147483648,2,1,,-2147483648,2020-03-05T15:52:19.9101060Z
Afghanistan,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Andorra,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Armenia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Cambodia,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Dominican Republic,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Jordan,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Latvia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Lithuania,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Luxembourg,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
North Macedonia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Monaco,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Nepal,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Nigeria,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Sri Lanka,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Tunisia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Ukraine,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Argentina,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Liechtenstein,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
Poland,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T15:52:19.9101060Z
South Africa,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-05T15:52:19.9101060Z
Total:,96950,3310,53981,39659,1782,56,6422,2020-03-05T15:52:19.9101060Z
