Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,NewCases,NewDeaths,SeriousAndCritical,LastUpdated
Netherlands,38,-2147483648,-2147483648,38,15,,1,2020-03-05T01:55:01.2787200Z
Iraq,35,2,-2147483648,33,3,2,-2147483648,2020-03-05T01:55:01.2787200Z
Canada,34,-2147483648,7,27,4,,1,2020-03-05T01:55:01.2787200Z
Austria,29,-2147483648,-2147483648,29,5,,-2147483648,2020-03-05T01:55:01.2787200Z
India,29,-2147483648,3,26,22,,-2147483648,2020-03-05T01:55:01.2787200Z
U.A.E.,28,-2147483648,5,23,1,,2,2020-03-05T01:55:01.2787200Z
Iceland,26,-2147483648,1,25,12,,-2147483648,2020-03-05T01:55:01.2787200Z
Belgium,23,-2147483648,1,22,8,,1,2020-03-05T01:55:01.2787200Z
Algeria,17,-2147483648,-2147483648,17,9,,-2147483648,2020-03-05T01:55:01.2787200Z
San Marino,16,1,-2147483648,15,6,,3,2020-03-05T01:55:01.2787200Z
Vietnam,16,-2147483648,16,0,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Denmark,15,-2147483648,-2147483648,15,5,,-2147483648,2020-03-05T01:55:01.2787200Z
Israel,15,-2147483648,1,14,3,,-2147483648,2020-03-05T01:55:01.2787200Z
Lebanon,15,-2147483648,-2147483648,15,2,,1,2020-03-05T01:55:01.2787200Z
Oman,15,-2147483648,2,13,3,,-2147483648,2020-03-05T01:55:01.2787200Z
Macao,10,-2147483648,9,1,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Croatia,10,-2147483648,-2147483648,10,1,,-2147483648,2020-03-05T01:55:01.2787200Z
Ecuador,10,-2147483648,-2147483648,10,3,,1,2020-03-05T01:55:01.2787200Z
Greece,9,-2147483648,-2147483648,9,2,,-2147483648,2020-03-05T01:55:01.2787200Z
Czechia,8,-2147483648,-2147483648,8,3,,-2147483648,2020-03-05T01:55:01.2787200Z
Qatar,8,-2147483648,-2147483648,8,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Finland,7,-2147483648,1,6,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Belarus,6,-2147483648,-2147483648,6,2,,-2147483648,2020-03-05T01:55:01.2787200Z
Ireland,6,-2147483648,-2147483648,6,4,,-2147483648,2020-03-05T01:55:01.2787200Z
Mexico,6,-2147483648,1,5,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Portugal,6,-2147483648,-2147483648,6,2,,-2147483648,2020-03-05T01:55:01.2787200Z
Romania,6,-2147483648,1,5,2,,-2147483648,2020-03-05T01:55:01.2787200Z
Pakistan,5,-2147483648,-2147483648,5,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Senegal,4,-2147483648,-2147483648,4,2,,-2147483648,2020-03-05T01:55:01.2787200Z
Philippines,3,1,2,0,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Azerbaijan,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Brazil,3,-2147483648,-2147483648,3,1,,-2147483648,2020-03-05T01:55:01.2787200Z
Georgia,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
New Zealand,3,-2147483648,-2147483648,3,1,,-2147483648,2020-03-05T01:55:01.2787200Z
Russia,3,-2147483648,2,1,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Chile,3,-2147483648,-2147483648,3,2,,-2147483648,2020-03-05T01:55:01.2787200Z
Egypt,2,-2147483648,1,1,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Estonia,2,-2147483648,-2147483648,2,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Indonesia,2,-2147483648,-2147483648,2,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Saudi Arabia,2,-2147483648,-2147483648,2,1,,-2147483648,2020-03-05T01:55:01.2787200Z
Hungary,2,-2147483648,-2147483648,2,2,,-2147483648,2020-03-05T01:55:01.2787200Z
Afghanistan,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Andorra,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Armenia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Cambodia,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Dominican Republic,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Jordan,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Latvia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Lithuania,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Luxembourg,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
North Macedonia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Monaco,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Morocco,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Nepal,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Nigeria,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Sri Lanka,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Tunisia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Ukraine,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Argentina,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Liechtenstein,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-05T01:55:01.2787200Z
Poland,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-05T01:55:01.2787200Z
Slovenia,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-05T01:55:01.2787200Z
Total:,95481,3285,53688,38508,2460,83,6420,2020-03-05T01:55:01.2787200Z
