Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,NewCases,NewDeaths,SeriousAndCritical,LastUpdated
Taiwan,44,1,15,28,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Iceland,43,-2147483648,-2147483648,43,8,,-2147483648,2020-03-06T17:06:44.8606410Z
Iraq,40,3,1,36,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
India,31,-2147483648,3,28,1,,-2147483648,2020-03-06T17:06:44.8606410Z
UAE,29,-2147483648,5,24,1,,2,2020-03-06T17:06:44.8606410Z
San Marino,23,1,-2147483648,22,2,,4,2020-03-06T17:06:44.8606410Z
Denmark,23,-2147483648,1,22,3,,-2147483648,2020-03-06T17:06:44.8606410Z
Czechia,18,-2147483648,-2147483648,18,6,,-2147483648,2020-03-06T17:06:44.8606410Z
Algeria,17,-2147483648,-2147483648,17,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Israel,17,-2147483648,2,15,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Lebanon,16,-2147483648,-2147483648,16,-2147483648,,1,2020-03-06T17:06:44.8606410Z
Oman,16,-2147483648,2,14,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Vietnam,16,-2147483648,16,0,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Egypt,15,-2147483648,1,14,12,,-2147483648,2020-03-06T17:06:44.8606410Z
Finland,15,-2147483648,1,14,3,,-2147483648,2020-03-06T17:06:44.8606410Z
Ecuador,13,-2147483648,-2147483648,13,-2147483648,,1,2020-03-06T17:06:44.8606410Z
Ireland,13,-2147483648,-2147483648,13,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Portugal,13,-2147483648,-2147483648,13,4,,-2147483648,2020-03-06T17:06:44.8606410Z
Russia,13,-2147483648,2,11,6,,-2147483648,2020-03-06T17:06:44.8606410Z
Croatia,11,-2147483648,-2147483648,11,1,,-2147483648,2020-03-06T17:06:44.8606410Z
Qatar,11,-2147483648,-2147483648,11,3,,-2147483648,2020-03-06T17:06:44.8606410Z
Macao,10,-2147483648,9,1,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Estonia,10,-2147483648,-2147483648,10,5,,-2147483648,2020-03-06T17:06:44.8606410Z
Brazil,9,-2147483648,-2147483648,9,1,,-2147483648,2020-03-06T17:06:44.8606410Z
Georgia,9,-2147483648,-2147483648,9,-2147483648,,1,2020-03-06T17:06:44.8606410Z
Romania,9,-2147483648,3,6,3,,-2147483648,2020-03-06T17:06:44.8606410Z
Slovenia,7,-2147483648,-2147483648,7,1,,-2147483648,2020-03-06T17:06:44.8606410Z
Palestine,7,-2147483648,-2147483648,7,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Azerbaijan,6,-2147483648,-2147483648,6,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Belarus,6,-2147483648,-2147483648,6,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Mexico,6,-2147483648,1,5,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Pakistan,6,-2147483648,1,5,1,,-2147483648,2020-03-06T17:06:44.8606410Z
Philippines,5,1,2,2,2,,1,2020-03-06T17:06:44.8606410Z
Saudi Arabia,5,-2147483648,1,4,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Poland,5,-2147483648,-2147483648,5,4,,-2147483648,2020-03-06T17:06:44.8606410Z
Indonesia,4,-2147483648,-2147483648,4,2,,-2147483648,2020-03-06T17:06:44.8606410Z
New Zealand,4,-2147483648,-2147483648,4,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Senegal,4,-2147483648,-2147483648,4,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Chile,4,-2147483648,-2147483648,4,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Hungary,4,-2147483648,-2147483648,4,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Bosnia and Herzegovina,3,-2147483648,-2147483648,3,1,,-2147483648,2020-03-06T17:06:44.8606410Z
Dominican Republic,2,-2147483648,-2147483648,2,1,,-2147483648,2020-03-06T17:06:44.8606410Z
Luxembourg,2,-2147483648,-2147483648,2,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Morocco,2,-2147483648,-2147483648,2,-2147483648,,1,2020-03-06T17:06:44.8606410Z
Argentina,2,-2147483648,-2147483648,2,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Afghanistan,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Andorra,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Armenia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Cambodia,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Jordan,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Latvia,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Lithuania,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
North Macedonia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Monaco,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Nepal,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Nigeria,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Sri Lanka,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Tunisia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Ukraine,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Bhutan,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-06T17:06:44.8606410Z
Cameroon,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-06T17:06:44.8606410Z
Costa Rica,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Gibraltar,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Vatican City,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-06T17:06:44.8606410Z
Liechtenstein,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Peru,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-06T17:06:44.8606410Z
Serbia,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-06T17:06:44.8606410Z
Slovakia,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-06T17:06:44.8606410Z
South Africa,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-06T17:06:44.8606410Z
Togo,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-06T17:06:44.8606410Z
Total:,101565,3461,56106,41998,3291,104,6397,2020-03-06T17:06:44.8606410Z
