Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,NewCases,NewDeaths,SeriousAndCritical,LastUpdated
Morocco,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T23:00:01.2938080Z
Nepal,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-03T23:00:01.2938080Z
New Zealand,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T23:00:01.2938080Z
Nigeria,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T23:00:01.2938080Z
Saudi Arabia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T23:00:01.2938080Z
Sri Lanka,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-03T23:00:01.2938080Z
Tunisia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T23:00:01.2938080Z
Ukraine,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-03T23:00:01.2938080Z
Argentina,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-03T23:00:01.2938080Z
Chile,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-03T23:00:01.2938080Z
Liechtenstein,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-03T23:00:01.2938080Z
Total:,92880,3168,48494,41218,2431,51,7162,2020-03-03T23:00:01.2938080Z
