Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,NewCases,NewDeaths,SeriousAndCritical,LastUpdated
Qatar,3,-2147483648,-2147483648,3,2,,-2147483648,2020-03-01T22:10:38.2196790Z
Romania,3,-2147483648,1,2,-2147483648,,-2147483648,2020-03-01T22:10:38.2196790Z
Algeria,2,-2147483648,-2147483648,2,1,,-2147483648,2020-03-01T22:10:38.2196790Z
Belgium,2,-2147483648,1,1,1,,-2147483648,2020-03-01T22:10:38.2196790Z
Brazil,2,-2147483648,-2147483648,2,-2147483648,,-2147483648,2020-03-01T22:10:38.2196790Z
Russia,2,-2147483648,2,0,-2147483648,,-2147483648,2020-03-01T22:10:38.2196790Z
Afghanistan,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-01T22:10:38.2196790Z
Armenia,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-01T22:10:38.2196790Z
Belarus,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-01T22:10:38.2196790Z
Cambodia,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-01T22:10:38.2196790Z
Dominican Republic,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-01T22:10:38.2196790Z
Ecuador,1,-2147483648,-2147483648,1,-2147483648,,1,2020-03-01T22:10:38.2196790Z
Egypt,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-01T22:10:38.2196790Z
Estonia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-01T22:10:38.2196790Z
Ireland,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-01T22:10:38.2196790Z
Lithuania,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-01T22:10:38.2196790Z
Luxembourg,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-01T22:10:38.2196790Z
North Macedonia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-01T22:10:38.2196790Z
Monaco,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-01T22:10:38.2196790Z
Nepal,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-01T22:10:38.2196790Z
New Zealand,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-01T22:10:38.2196790Z
Nigeria,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-01T22:10:38.2196790Z
San Marino,1,-2147483648,-2147483648,1,-2147483648,,1,2020-03-01T22:10:38.2196790Z
Sri Lanka,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-01T22:10:38.2196790Z
Total:,88361,3001,42728,42632,1748,24,7607,2020-03-01T22:10:38.2196790Z
