Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,NewCases,NewDeaths,SeriousAndCritical,LastUpdated
Iraq,19,-2147483648,-2147483648,19,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Norway,19,-2147483648,-2147483648,19,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Vietnam,16,-2147483648,16,0,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Austria,14,-2147483648,-2147483648,14,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Sweden,14,-2147483648,-2147483648,14,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Macao,10,-2147483648,6,4,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Israel,10,-2147483648,1,9,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Lebanon,10,-2147483648,-2147483648,10,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Netherlands,10,-2147483648,-2147483648,10,-2147483648,,1,2020-03-02T03:53:11.0193470Z
San Marino,8,1,-2147483648,7,-2147483648,,1,2020-03-02T03:53:11.0193470Z
Croatia,7,-2147483648,-2147483648,7,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Greece,7,-2147483648,-2147483648,7,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Ecuador,6,-2147483648,-2147483648,6,-2147483648,,1,2020-03-02T03:53:11.0193470Z
Finland,6,-2147483648,1,5,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Oman,6,-2147483648,1,5,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Mexico,5,-2147483648,-2147483648,5,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Denmark,4,-2147483648,-2147483648,4,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Pakistan,4,-2147483648,-2147483648,4,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Philippines,3,1,2,0,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Algeria,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Azerbaijan,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Czechia,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Georgia,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Iceland,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
India,3,-2147483648,3,0,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Qatar,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Romania,3,-2147483648,1,2,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Belgium,2,-2147483648,1,1,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Brazil,2,-2147483648,-2147483648,2,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Egypt,2,-2147483648,1,1,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Russia,2,-2147483648,2,0,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Afghanistan,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Armenia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Belarus,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Cambodia,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Dominican Republic,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Estonia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Ireland,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Lithuania,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Luxembourg,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
North Macedonia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Monaco,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Nepal,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
New Zealand,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Nigeria,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Sri Lanka,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-02T03:53:11.0193470Z
Total:,89075,3053,45128,40894,687,44,7375,2020-03-02T03:53:11.0193470Z
