Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,NewCases,NewDeaths,SeriousAndCritical,LastUpdated
India,6,-2147483648,3,3,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Mexico,6,-2147483648,1,5,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Algeria,5,-2147483648,-2147483648,5,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Czechia,5,-2147483648,-2147483648,5,1,,-2147483648,2020-03-03T14:56:00.1513930Z
Pakistan,5,-2147483648,-2147483648,5,1,,-2147483648,2020-03-03T14:56:00.1513930Z
Romania,4,-2147483648,1,3,1,,-2147483648,2020-03-03T14:56:00.1513930Z
Philippines,3,1,2,0,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Azerbaijan,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Georgia,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Russia,3,-2147483648,2,1,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Brazil,2,-2147483648,-2147483648,2,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Egypt,2,-2147483648,1,1,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Indonesia,2,-2147483648,-2147483648,2,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Portugal,2,-2147483648,-2147483648,2,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Afghanistan,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Andorra,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Armenia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Belarus,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Cambodia,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Dominican Republic,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Estonia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Ireland,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Jordan,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Latvia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Lithuania,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Luxembourg,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
North Macedonia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Monaco,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Morocco,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Nepal,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
New Zealand,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Nigeria,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Saudi Arabia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Senegal,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Sri Lanka,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Tunisia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T14:56:00.1513930Z
Ukraine,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-03T14:56:00.1513930Z
Total:,92298,3130,48456,40712,1975,44,7098,2020-03-03T14:56:00.1513930Z
