Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,NewCases,NewDeaths,SeriousAndCritical,LastUpdated
Indonesia,4,-2147483648,-2147483648,4,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Senegal,4,-2147483648,1,3,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Luxembourg,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
North Macedonia,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Bosnia and Herzegovina,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Slovakia,3,-2147483648,-2147483648,3,2,,-2147483648,2020-03-07T17:47:44.2987990Z
Cambodia,2,-2147483648,1,1,1,,-2147483648,2020-03-07T17:47:44.2987990Z
Dominican Republic,2,-2147483648,-2147483648,2,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Morocco,2,-2147483648,-2147483648,2,-2147483648,,1,2020-03-07T17:47:44.2987990Z
Cameroon,2,-2147483648,-2147483648,2,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Faeroe Islands,2,-2147483648,-2147483648,2,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Maldives,2,-2147483648,-2147483648,2,2,,-2147483648,2020-03-07T17:47:44.2987990Z
South Africa,2,-2147483648,-2147483648,2,1,,-2147483648,2020-03-07T17:47:44.2987990Z
Andorra,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Armenia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Jordan,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Latvia,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Lithuania,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Monaco,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Nepal,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Nigeria,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Sri Lanka,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Tunisia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Ukraine,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Bhutan,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Colombia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Costa Rica,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Gibraltar,1,-2147483648,-2147483648,1,-2147483648,,1,2020-03-07T17:47:44.2987990Z
Vatican City,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Liechtenstein,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Malta,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-07T17:47:44.2987990Z
Peru,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Serbia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Togo,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-07T17:47:44.2987990Z
Total:,105593,3562,58625,43406,3648,96,6234,2020-03-07T17:47:44.2987990Z
