Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,NewCases,NewDeaths,SeriousAndCritical,LastUpdated
Austria,14,-2147483648,-2147483648,14,4,,-2147483648,2020-03-02T01:36:55.6445790Z
Sweden,14,-2147483648,-2147483648,14,1,,-2147483648,2020-03-02T01:36:55.6445790Z
Macao,10,-2147483648,6,4,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Israel,10,-2147483648,1,9,3,,-2147483648,2020-03-02T01:36:55.6445790Z
Lebanon,10,-2147483648,-2147483648,10,3,,-2147483648,2020-03-02T01:36:55.6445790Z
Netherlands,10,-2147483648,-2147483648,10,3,,1,2020-03-02T01:36:55.6445790Z
San Marino,8,1,-2147483648,7,7,1,1,2020-03-02T01:36:55.6445790Z
Croatia,7,-2147483648,-2147483648,7,1,,-2147483648,2020-03-02T01:36:55.6445790Z
Greece,7,-2147483648,-2147483648,7,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Ecuador,6,-2147483648,-2147483648,6,5,,1,2020-03-02T01:36:55.6445790Z
Finland,6,-2147483648,1,5,3,,-2147483648,2020-03-02T01:36:55.6445790Z
Oman,6,-2147483648,1,5,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Mexico,5,-2147483648,-2147483648,5,1,,-2147483648,2020-03-02T01:36:55.6445790Z
Denmark,4,-2147483648,-2147483648,4,1,,-2147483648,2020-03-02T01:36:55.6445790Z
Pakistan,4,-2147483648,-2147483648,4,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Philippines,3,1,2,0,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Algeria,3,-2147483648,-2147483648,3,2,,-2147483648,2020-03-02T01:36:55.6445790Z
Azerbaijan,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Czechia,3,-2147483648,-2147483648,3,3,,-2147483648,2020-03-02T01:36:55.6445790Z
Georgia,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Iceland,3,-2147483648,-2147483648,3,2,,-2147483648,2020-03-02T01:36:55.6445790Z
India,3,-2147483648,3,0,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Qatar,3,-2147483648,-2147483648,3,2,,-2147483648,2020-03-02T01:36:55.6445790Z
Romania,3,-2147483648,1,2,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Belgium,2,-2147483648,1,1,1,,-2147483648,2020-03-02T01:36:55.6445790Z
Brazil,2,-2147483648,-2147483648,2,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Egypt,2,-2147483648,1,1,1,,-2147483648,2020-03-02T01:36:55.6445790Z
Russia,2,-2147483648,2,0,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Afghanistan,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Armenia,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-02T01:36:55.6445790Z
Belarus,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Cambodia,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Dominican Republic,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-02T01:36:55.6445790Z
Estonia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Ireland,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Lithuania,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Luxembourg,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
North Macedonia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Monaco,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Nepal,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
New Zealand,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Nigeria,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Sri Lanka,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-02T01:36:55.6445790Z
Total:,88591,3051,45114,40426,1978,74,7353,2020-03-02T01:36:55.6445790Z
